Fecha_Accidente,DIRECCION ACCIDENTE,CONDICION_VICTIMA,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,SEXO_VICTIMA,EDAD_VICTIMA,CANTIDAD_VICTIMAS
2018-02-24,CARRERA 22 CALLE 115,Peaton,herido,Atropello,F,46,1
2018-02-24,CARRERA 15SUR CALLE 74,Acompañante,herido,Choque,F,26,1
2018-02-24,CARRERA 27 CALLE 72,Acompañante,herido,Choque,F,27,1
2018-02-24,CARRERA 27 CALLE 72,Motociclista,herido,Choque,M,28,1
2018-02-24,CARRERA 4B CALLE 27C,Acompañante,herido,Choque,F,34,1
2018-02-24,CARRERA 4B CALLE 27C,Motociclista,herido,Choque,M,30,1
2018-02-24,CARRERA 59 CALLE 68,Pasajero,herido,Choque,F,56,1
2018-02-24,CL 36B CR 7B,Acompañante,herido,Choque,F,36,1
2018-02-24,CL 63B CR 16,Motociclista,herido,Choque,M,42,1
2018-02-24,CL 87 CR 14,Conductor,herido,Choque,M,50,1
2018-02-24,CL 87 CR 14,Motociclista,herido,Choque,M,29,1
2018-02-24,VIA 40 N°78-21,Motociclista,herido,Choque,M,36,1
2018-02-25,CALLE 83C CARRERA 28,Motociclista,herido,Choque,M,40,1
2018-02-25,CARRERA 41 CALLE 43,Motociclista,herido,Choque,M,35,1
2018-02-26,VIA 40 CL 82,Peaton,herido,Atropello,M,66,1
2018-02-26,CALLE 17 CARRERA 13,Acompañante,herido,Choque,M,40,1
2018-02-26,CALLE 17 CARRERA 13,Motociclista,herido,Choque,M,39,1
2018-02-26,CARRERA 17 CALLE 40B,Motociclista,herido,Choque,M,27,1
2018-02-26,CARRERA 43 CALLE 63,Motociclista,herido,Choque,M,26,1
2018-02-26,CARRERA 47 CALLE 66,Acompañante,herido,Choque,F,25,1
2018-02-26,CARRERA 60 CALLE 70,Acompañante,herido,Choque,M,17,1
2018-02-27,CL 44 44 02,Peaton,herido,Atropello,M,32,1
2018-02-27,CALLE 30 15B-37,Conductor,herido,Choque,M,56,1
2018-02-27,CALLE 30 15B-37,Motociclista,herido,Choque,M,37,1
2018-02-27,CALLE 84 CARRERA 53,Acompañante,herido,Choque,F,21,1
2018-02-27,CALLE 84 CARRERA 53,Motociclista,herido,Choque,M,36,1
2018-02-27,CL 110 6 361,Motociclista,herido,Choque,M,36,1
2018-02-27,CR 14 CL 56C,Acompañante,herido,Choque,F,28,1
2018-02-28,CL 30 CR 29 86,Peaton,herido,Atropello,M,70,1
2018-02-28,CARRERA 38 CALLE 38,Pasajero,herido,Caida Ocupante,M,83,1
2018-02-28,CALLE 13 CARRERA 99B,Motociclista,herido,Choque,M,18,2
2018-02-28,CALLE 13 CARRERA 99B,Peaton,herido,Choque,F,21,1
2018-02-28,CALLE 13 CARRERA 99B,Peaton,herido,Choque,M,28,1
2018-02-28,CALLE 80 72-34,Motociclista,herido,Choque,M,39,1
2018-02-28,CL 110 13A 33,Motociclista,herido,Choque,M,23,1
2018-02-28,CL 110 13A 33,Pasajero,herido,Choque,F,21,1
2018-02-28,CL 54 CR 14,Motociclista,herido,Choque,M,21,1
2018-02-28,CL 64C CR 15,Motociclista,herido,Choque,M,24,1
2018-03-01,CARRERA 43 CALLE 61,Motociclista,herido,Choque,M,20,1
2018-03-01,CARRERA 9G DIAGONAL AL 131-30,Acompañante,herido,Choque,M,10,1
2018-03-01,CARRERA 9G DIAGONAL AL 131-30,Acompañante,herido,Choque,M,14,1
2018-03-01,CARRERA 9G DIAGONAL AL 131-30,Motociclista,herido,Choque,M,21,1
2018-03-01,CL 45 CR 1,Ciclista,herido,Choque,M,13,1
2018-03-02,CALLE 90 CARRERA 52-15,Peaton,herido,Atropello,M,65,1
2018-03-02,CL 76 CR 6 ESQUINA,Pasajero,herido,Atropello,M,47,1
2018-03-02,AV. CIRCUNVALAR 15SUR-49,Motociclista,herido,Choque,M,36,1
2018-03-02,CALLE 35 CARRERA 36,Motociclista,herido,Choque,M,43,1
2018-03-02,CALLE 76 CARRERA 68,Acompañante,herido,Choque,F,20,1
2018-03-02,CALLE 76 CARRERA 68,Motociclista,herido,Choque,M,21,1
2018-03-02,CR 59 91 100,Acompañante,herido,Choque,F,42,1
2018-03-02,CR 59 91 100,Motociclista,herido,Choque,F,52,1
2018-03-03,CALLE 17 23-32,Motociclista,herido,Choque,M,48,1
2018-03-03,CALLE 45D CARRERA 18,Acompañante,herido,Choque,M,43,1
2018-03-03,CALLE 45D CARRERA 18,Motociclista,herido,Choque,M,23,1
2018-03-03,CALLE 45D CARRERA 18,Motociclista,herido,Choque,M,29,1
2018-03-03,CALLE 64 CARRERA 31,Conductor,herido,Choque,F,52,1
2018-03-03,CALLE 64 CARRERA 31,Motociclista,herido,Choque,F,32,1
2018-03-03,CALLE 82 CARRERA 59B,Conductor,herido,Choque,F,29,1
2018-03-03,CALLE 84B CARRERA 41F,Motociclista,herido,Choque,M,43,1
2018-03-03,CARRERA 29 CALLE 63,Motociclista,herido,Choque,M,23,1
2018-03-03,CARRERA 38 CALLE 84B,Motociclista,herido,Choque,M,20,1
2018-03-03,CARRERA 8 CALLE 41,Motociclista,herido,Choque,M,22,1
2018-03-03,CL 45 CR 21,Motociclista,herido,Choque,M,30,1
2018-03-03,CL 69 CR 47,Pasajero,herido,Choque,M,14,1
2018-03-03,CL 84 CR 42F,Motociclista,herido,Choque,M,25,1
2018-03-03,CR 7B 8 178,Motociclista,herido,Choque,M,28,1
2018-03-03,VIA JUAN MINA KM 8,Motociclista,herido,Choque,M,28,1
2018-03-04,CR 15 SUR CL 47B,Motociclista,herido,Atropello,M,28,1
2018-03-04,CR 15 SUR CL 47B,Peaton,herido,Atropello,M,45,1
2018-03-04,CALLE 68 CARRERA 34,Motociclista,herido,Choque,M,60,1
2018-03-04,CARRERA 37 CALLE 47,Peaton,herido,Choque,M,31,1
2018-03-04,CR 14 CL 56C,Acompañante,herido,Choque,M,55,1
2018-03-04,CR 14 CL 56C,Motociclista,herido,Choque,F,33,1
2018-03-04,KILOMETRO 113 VIA CORDIALIDAD,Ciclista,muerto,Choque,M,44,1
2018-03-05,CARRERA 46 CALLE 37,Peaton,herido,Atropello,M,57,1
2018-03-05,CR 27 ENTRE 30 Y 31,Peaton,herido,Atropello,F,39,1
2018-03-05,CARRERA 82 109-38,Pasajero,herido,Caida Ocupante,M,29,1
2018-03-05,CALLE 76 CARRERA 41D,Conductor,herido,Choque,M,21,1
2018-03-05,CARRERA 15SUR CALLE 46,Motociclista,herido,Choque,M,28,1
2018-03-05,CL 30 CR 33,Ciclista,herido,Choque,M,25,1
2018-03-06,AVENIDA CIRCUNVALAR CARRERA 15SUR N°69-18,Acompañante,herido,Choque,F,38,1
2018-03-06,AVENIDA CIRCUNVALAR CARRERA 15SUR N°69-18,Conductor,herido,Choque,M,35,1
2018-03-06,CALLE 96 CARRERA 3C,Acompañante,herido,Choque,F,13,2
2018-03-06,CALLE 96 CARRERA 3C,Motociclista,herido,Choque,M,29,1
2018-03-06,CALLE 96 CARRERA 3C,Motociclista,herido,Choque,M,49,1
2018-03-06,CARRERA 4 CALLE 45D,Pasajero,herido,Choque,M,61,1
2018-03-06,CL 110 FRENTE 26 31,Acompañante,herido,Choque,M,25,1
2018-03-06,CL 110 FRENTE 26 31,Motociclista,herido,Choque,M,24,1
2018-03-06,CL 45 CR 38,Conductor,herido,Choque,M,26,1
2018-03-06,CL 45 CR 38,Pasajero,herido,Choque,F,41,1
2018-03-06,CL 45 CR 38,Pasajero,herido,Choque,M,18,1
2018-03-06,CL 45 CR 38,Pasajero,herido,Choque,M,22,1
2018-03-06,CL 45 CR 38,Pasajero,herido,Choque,M,62,1
2018-03-06,CL 65 CR 42,Motociclista,herido,Choque,M,33,1
2018-03-06,CR 44 CL 9,Motociclista,herido,Choque,M,31,1
2018-03-07,CALLE 31 CARRERA 40,Peaton,muerto,Atropello,F,18,1
2018-03-07,CALLE 110 CARRERA 5,Conductor,herido,Choque,M,30,1
2018-03-07,CALLE 110 CARRERA 5,Pasajero,herido,Choque,F,20,1
2018-03-07,CALLE 110 CARRERA 5,Pasajero,herido,Choque,F,21,1
2018-03-07,CALLE 110 CARRERA 5,Pasajero,herido,Choque,F,32,1
2018-03-07,CALLE 110 CARRERA 5,Pasajero,herido,Choque,F,36,1
2018-03-07,CALLE 110 CARRERA 5,Pasajero,herido,Choque,F,39,1
2018-03-07,CALLE 110 CARRERA 5,Pasajero,herido,Choque,F,47,1
2018-03-07,CALLE 110 CARRERA 5,Pasajero,herido,Choque,F,57,1
2018-03-07,CALLE 110 CARRERA 5,Pasajero,herido,Choque,F,61,1
2018-03-07,CALLE 110 CARRERA 5,Pasajero,herido,Choque,M,21,1
2018-03-07,CALLE 110 CARRERA 5,Pasajero,herido,Choque,M,66,1
2018-03-07,CL 24 CR 12,Motociclista,herido,Choque,M,43,1
2018-03-07,CL 24 CR 12,Pasajero,herido,Choque,M,37,1
2018-03-07,CR 49D CL 102,Pasajero,herido,Choque,F,45,1
2018-03-08,CL 56 6 42,Motociclista,herido,Choque,M,38,1
2018-03-08,CL 60 CR 41,Motociclista,herido,Choque,M,42,1
2018-03-08,CR 42 CL 76,Ciclista,herido,Choque,M,31,1
2018-03-08,VIA 40 CALLE 85,Motociclista,herido,Choque,M,28,1
2018-03-09,CALLE 110 CARRERA 13,Motociclista,herido,Atropello,M,23,1
2018-03-09,CALLE 110 CARRERA 13,Pasajero,herido,Atropello,F,63,1
2018-03-09,CALLE 84 84-177,Motociclista,herido,Choque,M,32,1
2018-03-09,CALLE 84 84-177,Motociclista,herido,Choque,M,50,1
2018-03-09,CALLE 84 84-177,Pasajero,herido,Choque,F,58,1
2018-03-09,CARRERA 14 CALLE 45C,Acompañante,herido,Choque,F,20,1
2018-03-09,CARRERA 14 CALLE 45C,Motociclista,herido,Choque,M,23,1
2018-03-09,CARRERA 38 CALLE 80B,Motociclista,herido,Choque,M,22,1
2018-03-09,CARRERA 46 CALLE 84,Pasajero,herido,Choque,F,32,1
2018-03-09,CL 39 CR 29,Motociclista,herido,Choque,M,33,1
2018-03-09,CR 15 SUR 90 204,Motociclista,herido,Choque,M,27,1
2018-03-09,CR 27 CL 82B,Acompañante,herido,Choque,F,31,1
2018-03-09,CR 27 CL 82B,Motociclista,herido,Choque,M,32,1
2018-03-09,CRA 53 CALLE 99,Motociclista,herido,Choque,M,29,1
2018-03-10,CR 15 SUR CL 68,Peaton,herido,Atropello,M,35,1
2018-03-10,CALLE 53D 21A-80,Ciclista,herido,Choque,M,16,1
2018-03-11,CALLE 98 CARRERA 59,Peaton,herido,Atropello,F,27,1
2018-03-11,CARRERA 44 50-106,Peaton,herido,Atropello,M,56,1
2018-03-11,CALLE 45 CARRERA 33,Pasajero,herido,Choque,F,22,1
2018-03-11,CALLE 45 CARRERA 33,Pasajero,herido,Choque,F,58,1
2018-03-11,CARRERA 45 CALLE 34,Acompañante,herido,Choque,F,20,1
2018-03-11,CL 17 CR 22,Pasajero,herido,Choque,M,22,1
2018-03-12,CARRERA 50 CALLE 106,Motociclista,herido,Choque,M,39,1
2018-03-12,CL 30 CR 4,Acompañante,herido,Choque,M,26,1
2018-03-12,CL 82 49C 49,Motociclista,herido,Choque,F,36,1
2018-03-12,CR 4B CL 49E,Acompañante,herido,Choque,M,26,1
2018-03-12,CR 4B CL 49E,Motociclista,herido,Choque,M,28,1
2018-03-12,CR 58 CL 68,Ciclista,herido,Choque,M,39,1
2018-03-13,CL 86 CR 71,Pasajero,herido,Choque,M,39,1
2018-03-14,AVENIDA CIRCUNVALAR ENTRADA A ARGOS,Motociclista,herido,Choque,M,46,1
2018-03-14,VIA 40 CALLE 85,Acompañante,herido,Choque,F,19,1
2018-03-14,VIA 40 CALLE 85,Motociclista,herido,Choque,F,18,1
2018-03-15,CALLE 110 6-361,Motociclista,herido,Choque,M,39,1
2018-03-15,CL 45 CR 2E,Motociclista,herido,Choque,M,31,1
2018-03-15,CL 53D CR 26,Motociclista,herido,Choque,M,38,1
2018-03-15,CR 47 CL 64,Motociclista,herido,Choque,M,18,1
2018-03-15,VIA 40 CL 77B Y 79,Conductor,herido,Choque,M,22,1
2018-03-16,CALLE 38 CARRERA 40-08,Pasajero,herido,Caida Ocupante,F,77,1
2018-03-16,CR 14 CL 35B,Acompañante,herido,Choque,M,28,1
2018-03-16,CR 14 CL 35B,Motociclista,herido,Choque,M,47,1
2018-03-16,VIA 40 CON 67,Acompañante,herido,Choque,M,22,1
2018-03-16,VIA 40 CON 67,Conductor,herido,Choque,M,28,1
2018-03-17,CALLE 45 CARRERA 11SUR,Pasajero,herido,Atropello,M,31,1
2018-03-17,CR 8C CL 45,Peaton,herido,Atropello,M,63,1
2018-03-17,CALLE 110 CARRERA 12,Conductor,herido,Choque,M,28,1
2018-03-17,CALLE 110 CARRERA 12,Pasajero,herido,Choque,F,20,1
2018-03-17,CALLE 110 CARRERA 20,Acompañante,herido,Choque,F,30,1
2018-03-17,CARRERA 38 76-41,Motociclista,herido,Choque,M,38,1
2018-03-17,CARRERA 44 CALLE 47,Pasajero,herido,Choque,F,67,1
2018-03-17,CARRERA 44 CALLE 47,Pasajero,herido,Choque,M,29,1
2018-03-17,CARRERA 44 CALLE 47,Pasajero,herido,Choque,M,70,1
2018-03-17,CL 110 CR 9G,Motociclista,herido,Choque,M,20,1
2018-03-17,CL 110 CR 9G,Motociclista,herido,Choque,M,38,1
2018-03-17,CR 38 CL 76,Motociclista,herido,Choque,M,38,1
2018-03-17,CR 4 CL 45,Acompañante,herido,Choque,M,25,1
2018-03-17,CR 4 CL 45,Motociclista,herido,Choque,M,25,1
2018-03-17,CL 38 CR 30,Acompañante,herido,Volcamiento,M,18,1
2018-03-18,CALLE 30 ENTRE CARRERA 41 Y 43,Pasajero,herido,Choque,F,51,1
2018-03-18,CL 30 CR 15,Pasajero,herido,Choque,F,40,1
2018-03-19,AVENIDA CIRCUNVALAR CALLE 49,Conductor,herido,Choque,M,31,1
2018-03-19,CL 36B CR 10,Acompañante,herido,Choque,M,22,1
2018-03-19,CL 36B CR 10,Motociclista,herido,Choque,M,28,1
2018-03-19,CR 54 CL 54,Motociclista,herido,Choque,F,32,1
2018-03-20,CL 30 CR 24  Y 25,Motociclista,herido,Choque,M,20,1
2018-03-20,CL 45 CR 1,Motociclista,herido,Choque,M,25,1
2018-03-20,CL 56 CR 32,Acompañante,herido,Choque,M,35,1
2018-03-20,CL 56 CR 32,Conductor,herido,Choque,M,40,1
2018-03-20,CL 75 CR 57,Acompañante,herido,Choque,F,52,1
2018-03-20,CL 75 CR 57,Conductor,herido,Choque,M,63,1
2018-03-20,CL 75 CR 57,Pasajero,herido,Choque,M,55,1
2018-03-20,CR 46 95 71,Motociclista,herido,Choque,M,19,1
2018-03-21,CALLE 110 CARRERA 46,Motociclista,herido,Choque,M,37,1
2018-03-21,CALLE 110 CARRERA 6,Ciclista,herido,Choque,M,48,1
2018-03-21,CARRERA 23 CALLE 38,Acompañante,herido,Choque,F,22,1
2018-03-21,CARRERA 23 CALLE 38,Motociclista,herido,Choque,M,26,1
2018-03-21,CARRERA 27 CALLE 35,Motociclista,herido,Choque,M,38,1
2018-03-21,CL 28 CR 15,Pasajero,herido,Choque,M,47,1
2018-03-21,CL 45B CR 19,Motociclista,herido,Choque,M,38,1
2018-03-21,CL 45B CR 19,Pasajero,herido,Choque,M,32,1
2018-03-21,CL 63 CR 23,Motociclista,herido,Choque,M,24,1
2018-03-21,CL 78 21 53,Conductor,herido,Choque,M,50,1
2018-03-21,CR 32 CL 69B,Motociclista,herido,Choque,M,57,1
2018-03-21,CR 53 79 128,Motociclista,herido,Choque,F,29,1
2018-03-22,AV CIRCUNVALAR CR 40A1,Peaton,muerto,Atropello,M,39,1
2018-03-22,AV CIRCUNVALAR CR 40A1,Peaton,muerto,Atropello,M,70,1
2018-03-22,CL 110 CR 14,Peaton,muerto,Atropello,M,40,1
2018-03-22,CALLE 68 CARRERA 47,Acompañante,herido,Choque,F,32,1
2018-03-22,CALLE 75 CARRERA 59,Conductor,herido,Choque,F,22,1
2018-03-22,CARRERA 43 CALLE 50,Acompañante,herido,Choque,F,25,1
2018-03-22,CARRERA 43 CALLE 50,Conductor,herido,Choque,M,29,1
2018-03-22,CARRERA 43 CALLE 50,Conductor,herido,Choque,M,38,1
2018-03-22,CARRERA 43 CALLE 50,Motociclista,herido,Choque,M,26,1
2018-03-22,CR 23 CL 37,Ciclista,herido,Choque,M,20,1
2018-03-23,CARRERA 1F CALLE 72,Peaton,herido,Atropello,F,18,1
2018-03-23,CARRERA 59B CALLE 77B,Peaton,herido,Atropello,M,36,1
2018-03-23,CALLE 45 CARRERA 1E,Pasajero,herido,Caida Ocupante,F,68,1
2018-03-23,CALLE 47 14-51,Motociclista,herido,Choque,M,37,1
2018-03-23,CIRCUNVALAR ENTREDA SAN PEDRO,Motociclista,herido,Choque,F,35,1
2018-03-23,CL 30 CR 44,Conductor,herido,Choque,M,56,1
2018-03-23,CL 30 CR 44,Motociclista,herido,Choque,M,26,1
2018-03-23,CL 30 CR 44,Motociclista,herido,Choque,M,27,1
2018-03-23,CL 36 B CR 7C,Motociclista,herido,Choque,M,37,1
2018-03-23,CL 36 B CR 7C,Pasajero,herido,Choque,M,58,1
2018-03-23,CL 96 49A 150,Conductor,herido,Choque,M,68,1
2018-03-23,CR 8 CL 41,Motociclista,herido,Choque,M,21,1
2018-03-23,CR 8 CL 41,Motociclista,herido,Choque,M,42,1
2018-03-23,DIAG 34 CL 70C,Motociclista,herido,Choque,M,28,1
2018-03-24,CARRERA 2 CALLE 45G,Motociclista,herido,Choque,M,27,1
2018-03-24,CARRERA 49C CALLE 102,Motociclista,herido,Choque,M,36,1
2018-03-24,CL 110 CR 38 Y 46,Conductor,herido,Choque,M,48,1
2018-03-24,CL 30 CR 40 Y 41,Acompañante,herido,Choque,M,47,1
2018-03-25,TRANSV 12B 99B 87,Peaton,herido,Atropello,M,4,1
2018-03-25,CL 79 CR 45,Motociclista,herido,Choque,M,26,1
2018-03-25,CL 79 CR 45,Motociclista,herido,Choque,M,30,1
2018-03-25,CL 80B CR 39B 23,Acompañante,herido,Choque,M,41,1
2018-03-25,CL 98 CR 59B,Motociclista,herido,Choque,M,26,1
2018-03-25,CR 20 CL 111,Acompañante,herido,Choque,M,24,1
2018-03-25,CR 21 CL 85,Motociclista,herido,Choque,M,15,1
2018-03-25,CR 21 CL 85,Pasajero,herido,Choque,M,16,1
2018-03-26,CL 19 8 27,Motociclista,herido,Choque,M,45,1
2018-03-26,CL 54 CR 53,Acompañante,herido,Choque,F,26,1
2018-03-26,CL 94 CR 64,Conductor,herido,Choque,M,22,1
2018-03-26,CR 38 CL 84B 84,Motociclista,herido,Choque,M,39,1
2018-03-26,CR 6 76 17,Motociclista,herido,Choque,M,24,1
2018-03-27,CARRERA 43 CALLE 31,Peaton,herido,Atropello,M,63,1
2018-03-27,CL 30 CR 42,Peaton,herido,Atropello,M,27,1
2018-03-27,AVENIDA CIRCUNVALAR ENTRADA A LAS GRANJAS,Motociclista,herido,Choque,M,23,1
2018-03-27,CALLE 72 CARRERA 46,Pasajero,herido,Choque,F,17,1
2018-03-27,CALLE 72 CARRERA 46,Pasajero,herido,Choque,F,24,1
2018-03-27,CALLE 72 CARRERA 46,Pasajero,herido,Choque,F,41,1
2018-03-27,CALLE 72 CARRERA 46,Pasajero,herido,Choque,F,49,1
2018-03-27,CALLE 72 CARRERA 46,Pasajero,herido,Choque,M,0,1
2018-03-27,CALLE 72 CARRERA 46,Pasajero,herido,Choque,M,27,1
2018-03-27,CALLE 72 CARRERA 46,Pasajero,herido,Choque,M,44,1
2018-03-27,CL 86 CR 64C,Pasajero,herido,Choque,M,80,1
2018-03-27,VIA 40 ENTRE 51 Y 53,Acompañante,herido,Choque,M,43,1
2018-03-28,CALLE 110 6R-400,Motociclista,herido,Choque,M,26,1
2018-03-28,CORDIALIDAD CR 11,Ciclista,herido,Choque,M,16,1
2018-03-28,CORDIALIDAD CR 11,Motociclista,herido,Choque,M,19,1
2018-03-28,CR 31 CL 15,Conductor,herido,Choque,M,60,1
2018-03-29,CL 6 CR 41,Ciclista,herido,Choque,M,58,1
2018-03-29,CR 13 CL 51,Motociclista,herido,Choque,M,24,1
2018-03-29,CR 33 CL 51,Motociclista,herido,Choque,M,30,1
2018-03-29,CR 8 CL 38B,Motociclista,herido,Choque,M,21,1
2018-03-30,CL 17 CR 21,Peaton,herido,Atropello,M,89,1
2018-03-30,CR 14 CL 61,Acompañante,herido,Atropello,M,39,1
2018-03-30,CR 14 CL 61,Motociclista,herido,Atropello,M,42,1
2018-03-30,CALLE 90 CRA 49C,Acompañante,herido,Choque,M,25,1
2018-03-30,CARRERA 46 KILOMETRO 2 VIA  AL MAR,Pasajero,herido,Choque,F,17,1
2018-03-30,VIA 40 CALLE 83,Pasajero,herido,Choque,M,15,1
2018-03-31,CALLE 19 CRA 5C,Motociclista,herido,Atropello,M,24,1
2018-03-31,CALLE 19 CRA 5C,Pasajero,herido,Atropello,M,21,1
2018-03-31,CALLE 19 CRA 5C,Peaton,herido,Atropello,M,77,1
2018-03-31,AV CIRCUNVALAR CR 38 Y 46,Conductor,herido,Choque,M,23,1
2018-03-31,CALLE 45 CARRERA 11 SUR,Motociclista,herido,Choque,M,37,1
2018-03-31,CARRERA 54 CALLE 64,Ciclista,herido,Choque,M,23,1
2018-03-31,CL 55B CR 3A,Motociclista,herido,Choque,M,17,1
2018-03-31,CL 55B CR 3A,Motociclista,herido,Choque,M,20,1
2018-03-31,CL 70B CR 43,Motociclista,herido,Choque,M,26,1
2018-04-01,AV CIRCUNVALAR CL 51B,Peaton,herido,Atropello,M,19,1
2018-04-01,CALLE 17 24-14,Peaton,herido,Atropello,M,50,1
2018-04-01,VIA 40 CL 84,Peaton,herido,Atropello,M,63,1
2018-04-01,CALLE 74 CARRERA 38B,Motociclista,herido,Choque,M,36,1
2018-04-02,AV CORDIALIDAD ENTRADA VILLA CORDIALIDAD,Peaton,herido,Atropello,M,39,1
2018-04-02,CALLE 110 CARRERA 6L3,Motociclista,herido,Choque,M,53,1
2018-04-02,CALLE 36B CARRERA 17,Acompañante,herido,Choque,F,24,1
2018-04-02,CALLE 36B CARRERA 17,Motociclista,herido,Choque,M,28,1
2018-04-02,CL 14 CR 23,Motociclista,herido,Choque,M,22,1
2018-04-02,CR 22 CL 47C,Motociclista,herido,Choque,M,25,1
2018-04-02,CR 6 SUR CL 47B,Motociclista,herido,Choque,F,22,1
2018-04-02,CR 6 SUR CL 47B,Motociclista,herido,Choque,M,28,1
2018-04-02,CALLE 83 CARRERA 23,Acompañante,herido,Otro,M,26,1
2018-04-03,CALLE 42 45-70,Peaton,herido,Atropello,M,75,1
2018-04-03,CALLE 17 CARRERA 35,Ciclista,herido,Choque,M,18,1
2018-04-03,CALLE 87 CRA 75A,Conductor,herido,Choque,F,33,1
2018-04-03,CARRERA 27 CALLE 100,Motociclista,herido,Choque,M,24,1
2018-04-03,CARRERA 8 CALLE 35,Conductor,herido,Choque,F,41,1
2018-04-03,CARRERA 8 CALLE 35,Motociclista,herido,Choque,F,29,1
2018-04-03,CL 110 CR 6H,Motociclista,herido,Choque,M,39,1
2018-04-03,CL 110 CR 6H,Peaton,herido,Choque,F,57,1
2018-04-03,CLLE 85 CRA 42G,Motociclista,herido,Choque,M,28,1
2018-04-04,CALLE 110 CARRERA 17,Acompañante,herido,Choque,M,18,1
2018-04-04,CALLE 110 CARRERA 17,Motociclista,herido,Choque,M,35,1
2018-04-04,CALLE 110 CARRERA 17,Motociclista,herido,Choque,M,40,1
2018-04-04,CALLE 72 CARRERA 50,Acompañante,herido,Choque,M,12,1
2018-04-04,CARRERA 38 CALLE 52,Motociclista,herido,Choque,M,58,1
2018-04-05,CIRCUNVALAR CON CALLE 30,Acompañante,herido,Choque,F,58,1
2018-04-05,CIRCUNVALAR CON CALLE 30,Motociclista,muerto,Choque,M,42,1
2018-04-06,AVENIDA CIRCUNVALAR CALLE 81,Peaton,herido,Atropello,M,38,1
2018-04-06,CALLE 30 CARRERA 6B,Motociclista,herido,Choque,M,40,1
2018-04-06,CARRERA 59B CALLE 78,Conductor,herido,Choque,M,31,1
2018-04-06,CARRERA 61 CALLE 68,Acompañante,herido,Choque,F,49,1
2018-04-06,CARRERA 61 CALLE 68,Motociclista,herido,Choque,M,42,1
2018-04-06,CR 43 57 23,Ciclista,muerto,Choque,M,35,1
2018-04-07,CARRERA 43 CALLE 54,Peaton,herido,Atropello,F,29,1
2018-04-07,CALLE 110 CARRERA 61,Pasajero,herido,Choque,F,31,1
2018-04-07,CALLE 30 CARRERA 4B,Motociclista,herido,Choque,M,22,1
2018-04-07,CALLE 79 CARRERA 59,Motociclista,herido,Choque,F,37,1
2018-04-07,CARRERA 38 CALLE 36,Ciclista,herido,Choque,M,19,1
2018-04-07,CR 15 CL 85,Pasajero,herido,Choque,M,43,1
2018-04-08,AV CIRCUNVALAR FRENTE HYUNDAI ENTRE 38 Y 39,Ciclista,herido,Choque,M,60,1
2018-04-08,AV CIRCUNVALAR FRENTE HYUNDAI ENTRE 38 Y 39,Motociclista,herido,Choque,M,24,1
2018-04-08,CARRERA 43 CALLE 92,Acompañante,herido,Choque,M,3,1
2018-04-08,CARRERA 9 CALLE 76,Motociclista,herido,Choque,M,17,1
2018-04-08,CRA 49 CALLE 37C,Motociclista,herido,Choque,M,19,1
2018-04-09,AVENIDA 110 CRA 51B,Acompañante,herido,Choque,M,27,1
2018-04-09,AVENIDA 110 CRA 51B,Motociclista,herido,Choque,M,28,1
2018-04-09,CALLE 79 CARRERA 45,Acompañante,herido,Choque,F,38,1
2018-04-09,CALLE 79 CARRERA 45,Acompañante,herido,Choque,M,38,1
2018-04-09,CARRERA 50 CALLE 53,Motociclista,herido,Choque,M,23,1
2018-04-09,CR 42 CL 79B,Motociclista,herido,Choque,M,33,1
2018-04-09,CR 42 CL 79B,Motociclista,herido,Choque,M,36,1
2018-04-10,CARRERA 29 37-49,Motociclista,herido,Atropello,M,20,1
2018-04-10,CARRERA 29 37-49,Peaton,herido,Atropello,F,3,1
2018-04-10,CARRERA 44 CALLE 8-116,Peaton,herido,Atropello,M,18,1
2018-04-10,CALLE 75 CARRERA 26C5,Motociclista,herido,Choque,M,38,1
2018-04-10,CARRERA 14 CALLE 46,Acompañante,herido,Choque,F,21,1
2018-04-10,CARRERA 21 CALLE 77B,Acompañante,herido,Choque,M,27,1
2018-04-10,CARRERA 21 CALLE 77B,Motociclista,herido,Choque,F,29,1
2018-04-11,CRA 43 CALLE 51,Acompañante,herido,Atropello,M,43,1
2018-04-11,CRA 43 CALLE 51,Conductor,herido,Atropello,M,65,1
2018-04-11,CRA 43 CALLE 51,Peaton,herido,Atropello,M,20,1
2018-04-11,KILOMETRO 112 VIA LURUACO,Peaton,herido,Atropello,M,43,1
2018-04-11,AVENIDA CORDIALIDAD 16-137,Motociclista,herido,Choque,M,28,1
2018-04-11,AVENIDA CORDIALIDAD CALLE 70,Ciclista,herido,Choque,M,28,1
2018-04-11,CARRERA 46 CALLE 96,Motociclista,herido,Choque,M,23,1
2018-04-11,CARRERA 46 CALLE 96,Motociclista,herido,Choque,M,26,1
2018-04-11,CR 43 CL 53,Pasajero,herido,Choque,F,48,1
2018-04-11,CRA 15 SUR  CALLE 110,Acompañante,herido,Choque,M,42,1
2018-04-11,CRA 15 SUR  CALLE 110,Motociclista,herido,Choque,F,51,1
2018-04-12,CARRERA 20 CALLE 57,Peaton,herido,Atropello,F,28,1
2018-04-12,CALLE 68 CARRERA 46,Motociclista,herido,Choque,M,22,1
2018-04-12,CARRERA 41 CALLE 51,Motociclista,herido,Choque,M,60,1
